,0
1047,7288.802
1048,6978.5806
1049,6324.011
1050,5917.793
1051,6295.1396
1052,6596.832
1053,6622.111
1054,6024.59
1055,5917.793
1056,6520.162
1057,6826.572
1058,6622.111
1059,6131.882
1060,7067.6333
1061,7115.5303
1062,7085.5596
1063,6815.0547
1064,6248.001
1065,7358.073
1066,7363.372
1067,7271.614
1068,6954.3125
1069,6312.16
1070,7389.714
1071,7391.092
1072,7294.221
1073,6972.155
1074,6542.1567
1075,6367.861
1076,6711.021
1077,6848.033
1078,6546.691
1079,6479.4546
1080,6706.836
1081,6932.109
1082,6992.821
1083,6680.563
1084,6519.949
1085,7055.9497
1086,7152.027
1087,7124.343
1088,6775.5835
1089,6549.0396
1090,7222.1743
1091,7260.6045
1092,7187.321
1093,6820.546
1094,6559.183
1095,7237.6963
1096,7270.399
1097,7193.393
1098,6825.075
1099,7336.6475
1100,6930.3423
1101,7119.1963
1102,7153.9917
1103,6900.743
1104,7300.994
1105,7107.072
1106,7228.733
1107,7231.027
1108,7021.783
1109,7321.0273
1110,7280.19
1111,7337.629
1112,7298.12
1113,6852.7266
1114,7335.1865
1115,7366.2046
1116,7392.007
1117,7330.001
1118,7043.082
1119,7340.286
1120,7374.5405
1121,7396.757
1122,7332.8994
1123,7067.2207
1124,7340.6875
1125,1551.92
1126,1897.7046
1127,3079.0208
1128,4260.6816
1129,5246.698
1130,2987.2864
1131,3367.0818
1132,4344.873
1133,4898.121
1134,5566.5054
1135,5919.9897
1136,5483.042
1137,5658.5054
1138,5795.058
1139,5934.1187
1140,6542.6343
1141,6540.8457
1142,6502.8496
1143,6373.528
1144,6133.4287
1145,6641.6997
1146,6635.819
1147,6583.711
1148,6430.74
1149,6150.4736
1150,2252.4446
1151,2911.6726
1152,4070.0188
1153,4549.9736
1154,5398.9688
1155,3956.3613
1156,4448.6465
1157,5159.019
1158,5376.681
1159,5690.2114
1160,5865.6226
1161,5996.459
1162,6109.0264
1163,6064.0264
1164,5984.9736
1165,6675.0664
1166,6688.353
1167,6633.1294
1168,6455.06
1169,6146.9023
1170,6746.0337
1171,6753.431
1172,6685.192
1173,6498.1816
1174,6160.281
1175,2565.8384
1176,3364.9968
1177,4445.886
1178,4767.267
1179,5460.9385
1180,4270.7173
1181,4799.892
1182,5413.665
1183,5536.8022
1184,5736.574
1185,6000.982
1186,6150.9478
1187,6239.0537
1188,6147.3604
1189,6005.3975
1190,6705.7764
1191,6729.0635
1192,6671.9106
1193,6480.2266
1194,6150.8154
1195,6769.62
1196,6786.068
1197,6717.507
1198,6801.996
1199,6435.292
1200,4138.3193
1201,5275.9146
1202,5917.5054
1203,5795.5615
1204,6267.0664
1205,5454.637
1206,6094.864
1207,6431.613
1208,6569.6865
1209,6419.0015
1210,5892.866
1211,6036.638
1212,6134.5806
1213,6034.962
1214,6431.535
1215,6596.6235
1216,6622.1006
1217,6576.176
1218,6357.7573
1219,6508.24
1220,6658.8657
1221,6676.935
1222,6622.7686
1223,6397.2275
1224,7336.2817
1225,6057.8857
1226,6564.057
1227,6773.104
1228,6578.446
1229,7231.7954
1230,6602.66
1231,6880.5044
1232,7000.5996
1233,6783.719
1234,7303.4634
1235,7027.0024
1236,7152.21
1237,7176.699
1238,6971.146
1239,7348.7495
1240,7210.6836
1241,7272.2505
1242,7251.4316
1243,7003.302
1244,7348.7495
1245,7228.2524
1246,7282.3193
1247,7257.8477
1248,7008.381
1249,7365.673
1250,1115.0217
1251,547.79205
1252,919.4367
1253,1417.1653
1254,3529.049
1255,1803.2943
1256,741.4431
1257,1363.6771
1258,2761.8254
1259,4439.9893
1260,1402.5018
1261,1897.3022
1262,3548.762
1263,4944.8066
1264,5974.5835
1265,4991.5347
1266,5439.3403
1267,5912.4946
1268,6215.927
1269,6977.1035
1270,5393.031
1271,5758.916
1272,6162.3667
1273,6361.6016
1274,7063.469
1275,502.82535
1276,547.28296
1277,910.7804
1278,1389.6608
1279,3536.1458
1280,3178.8909
1281,736.26245
1282,1335.0908
1283,2674.727
1284,4416.3823
1285,1852.5675
1286,577.0428
1287,3464.2058
1288,4843.5645
1289,5918.1646
1290,4894.165
1291,5348.3545
1292,5820.712
1293,6124.875
1294,6921.99
1295,5298.893
1296,5676.8496
1297,6070.9985
1298,6270.4126
1299,7008.367
1300,551.79456
1301,733.76575
1302,1333.0298
1303,2161.556
1304,3925.1804
1305,824.13165
1306,1117.0369
1307,7325.9116
1308,4081.1143
1309,5021.139
1310,3386.5974
1311,4204.0107
1312,5391.9727
1313,6091.224
1314,6529.984
1315,6614.1504
1316,6923.887
1317,7137.8945
1318,7107.144
1319,7265.857
1320,6872.3564
1321,7123.8467
1322,7289.993
1323,7217.6636
1324,6849.05
1325,4641.553
1326,5032.382
1327,832.5406
1328,4169.4375
1329,5626.0186
1330,1172.5748
1331,6335.7266
1332,6185.271
1333,6454.8633
1334,6435.002
1335,4357.6323
1336,6184.8945
1337,7177.6084
1338,7167.018
1339,7048.2837
1340,6625.6157
1341,7262.357
1342,7641.427
1343,7415.7607
1344,7303.659
1345,6787.9136
1346,7345.474
1347,7688.8823
1348,7477.2065
1349,7795.1216
1350,4942.8887
1351,5257.2563
1352,1028.2434
1353,4614.3096
1354,6860.935
1355,1512.4032
1356,6045.628
1357,5930.257
1358,5975.584
1359,7313.1797
1360,4736.6323
1361,5948.9897
1362,6525.9478
1363,6355.216
1364,7671.4556
1365,6214.709
1366,6622.084
1367,6801.192
1368,6493.0244
1369,7787.016
1370,6310.005
1371,6675.4966
1372,6828.3857
1373,6530.963
1374,7795.1216
1375,1111.4443
1376,546.87
1377,923.06824
1378,1397.7345
1379,3486.8428
1380,1761.6525
1381,743.2143
1382,1346.4182
1383,2702.1528
1384,4304.604
1385,1382.9397
1386,1850.809
1387,3480.5308
1388,4632.0527
1389,5695.1245
1390,4800.0244
1391,5182.074
1392,5615.2544
1393,5960.2397
1394,6757.39
1395,5143.365
1396,5488.5015
1397,5861.712
1398,6109.302
1399,6852.6094
1400,682.6355
1401,870.5035
1402,1587.0624
1403,2453.8381
1404,3932.7278
1405,1083.073
1406,1465.9232
1407,3209.0896
1408,4174.4155
1409,4909.609
1410,4183.159
1411,8737.9375
1412,4475.22
1413,6000.9224
1414,6366.72
1415,6672.8604
1416,6845.9956
1417,6985.049
1418,6969.486
1419,7160.188
1420,6887.97
1421,7023.28
1422,7129.039
1423,7079.413
1424,7222.378
1425,772.2953
1426,7543.373
1427,2215.6497
1428,3118.727
1429,4154.118
1430,1322.7039
1431,2067.128
1432,7548.0747
1433,4769.6143
1434,5186.2397
1435,4756.6987
1436,5316.4116
1437,6080.2373
1438,6411.916
1439,6541.2734
1440,6949.878
1441,7151.548
1442,7287.148
1443,7208.588
1444,7211.744
1445,7127.5024
1446,7299.671
1447,7400.8945
1448,7298.9375
1449,6867.11
1450,848.6536
1451,1907.7305
1452,4958.866
1453,5095.048
1454,6342.8433
1455,1529.2621
1456,4267.708
1457,6139.3774
1458,3397.7275
1459,5544.4224
1460,2310.314
1461,5221.961
1462,7128.1064
1463,7050.998
1464,6996.783
1465,6852.1113
1466,7300.0225
1467,7562.1035
1468,7349.9272
1469,7241.7983
1470,6966.8384
1471,7371.6436
1472,7603.1924
1473,7377.8843
1474,7790.3022
1475,1062.882
1476,653.33344
1477,974.08136
1478,6754.582
1479,5363.409
1480,749.30365
1481,877.5121
1482,1337.9327
1483,2344.2986
1484,6134.352
1485,1727.832
1486,2050.0056
1487,3192.4895
1488,4344.0645
1489,6957.9604
1490,4972.0664
1491,5123.375
1492,5292.512
1493,5334.6675
1494,7410.6406
1495,5250.428
1496,5348.1655
1497,5439.974
1498,5432.2275
1499,7452.4624
1500,504.05453
1501,533.07135
1502,533.17664
1503,1162.0847
1504,3134.8032
1505,533.01984
1506,757.46515
1507,751.2418
1508,2094.4082
1509,3987.3906
1510,2056.57
1511,2407.878
1512,7637.258
1513,4330.8345
1514,6415.208
1515,5586.141
1516,5659.393
1517,5477.6597
1518,5978.594
1519,6841.804
1520,5904.8765
1521,5957.49
1522,5782.1943
1523,6202.1514
1524,6937.9956
1525,3635.095
1526,6842.261
1527,6074.7036
1528,6420.922
1529,6300.0547
1530,515.0452
1531,5992.6743
1532,5828.9624
1533,6383.709
1534,6836.515
1535,7257.9575
1536,7421.7876
1537,7604.168
1538,7611.8154
1539,6455.152
1540,8003.1587
1541,8045.1143
1542,8058.3726
1543,7931.1465
1544,7649.773
1545,8079.626
1546,4846.5024
1547,8115.2124
1548,5091.5835
1549,7677.414
1550,1485.2616
1551,2601.886
1552,4434.9077
1553,4746.847
1554,5081.5747
1555,2776.3596
1556,3893.951
1557,4434.9077
1558,5608.2227
1559,5671.071
1560,5346.363
1561,5785.3877
1562,6317.507
1563,6500.375
1564,6547.886
1565,6859.9053
1566,7038.4297
1567,7167.407
1568,7094.81
1569,7099.623
1570,7008.6016
1571,7163.3286
1572,7268.4263
1573,7172.3145
1574,6840.988
1575,1309.4156
1576,7223.1274
1577,7762.6353
1578,7482.3525
1579,7270.7476
1580,7466.946
1581,7715.8335
1582,7762.6353
1583,7567.7773
1584,7365.4766
1585,7687.178
1586,7800.4175
1587,7739.0566
1588,7637.079
1589,7439.2695
1590,7786.3804
1591,7847.845
1592,7843.7437
1593,7671.2603
1594,7473.2583
1595,7796.4746
1596,7853.3257
1597,7846.8496
1598,7674.9604
1599,7476.6006
1600,6717.147
1601,6930.6704
1602,6933.24
1603,6599.9653
1604,6206.1885
1605,6838.061
1606,7003.903
1607,6987.39
1608,6653.3926
1609,7870.9893
1610,6970.7236
1611,7064.3945
1612,7030.4136
1613,6711.7075
1614,7888.6597
1615,7008.972
1616,7057.547
1617,7006.6597
1618,6665.157
1619,7880.9526
1620,6717.147
1621,6930.6704
1622,6933.24
1623,6599.9653
1624,6206.1885
1625,2647.0452
1626,3611.23
1627,5331.866
1628,5816.312
1629,5841.7603
1630,4934.8525
1631,5352.419
1632,6229.311
1633,6504.51
1634,6490.701
1635,6891.0005
1636,6972.624
1637,6873.519
1638,7284.859
1639,7173.4517
1640,7791.3525
1641,7801.4814
1642,7812.929
1643,7741.266
1644,7536.332
1645,7885.888
1646,7891.558
1647,7888.435
1648,8273.499
1649,7567.7837
1650,4363.8975
1651,5235.229
1652,6266.1533
1653,6404.1084
1654,6226.7837
1655,5942.4434
1656,6348.797
1657,6881.2153
1658,7021.9424
1659,6733.5996
1660,7283.048
1661,7402.3936
1662,7532.3164
1663,7533.0176
1664,7252.8926
1665,7939.8486
1666,7965.6445
1667,7965.3203
1668,7846.814
1669,7540.2163
1670,8003.3433
1671,8022.739
1672,8015.6597
1673,7886.7188
1674,7565.5566
1675,4836.159
1676,5690.596
1677,6536.1235
1678,7187.034
1679,6355.335
1680,4836.159
1681,6197.4644
1682,7071.183
1683,7187.034
1684,6808.4775
1685,7389.182
1686,7521.297
1687,7640.7495
1688,7604.7075
1689,7272.897
1690,7968.6333
1691,8004.477
1692,8008.216
1693,7875.604
1694,7530.604
1695,8025.0073
1696,8053.4634
1697,8049.404
1698,7908.914
1699,7254.098
1700,5983.8174
1701,6698.2803
1702,7064.3726
1703,6886.816
1704,6891.2036
1705,6669.0537
1706,7087.7246
1707,7359.0938
1708,7199.9995
1709,7120.8047
1710,7302.726
1711,7501.489
1712,7588.1665
1713,7418.5557
1714,7293.8823
1715,7595.3457
1716,7666.567
1717,7679.1206
1718,7510.8516
1719,7357.714
1720,7617.4707
1721,7679.6606
1722,7687.4707
1723,7519.9243
1724,7902.8696
1725,6124.657
1726,6502.3022
1727,6630.382
1728,6328.06
1729,7771.64
1730,6463.194
1731,6702.63
1732,6781.955
1733,6575.2334
1734,7852.4805
1735,6788.644
1736,6901.284
1737,6895.547
1738,6234.4463
1739,7898.2354
1740,6936.7153
1741,6983.238
1742,6942.35
1743,6617.2812
1744,7913.078
1745,6949.0303
1746,6991.281
1747,6946.602
1748,6664.4263
1749,7914.1055
1750,543.57104
1751,616.70197
1752,920.7413
1753,1482.4945
1754,3199.6943
1755,879.93787
