d-12,d0,d12,d24,d36,d48,d60,d72,Load,T_conc,T_base,E_subg,E_base,E_conc
1.16688,1.35337,1.16688,0.968478,0.771198,0.594801,0.594801,0.322867,28000,300,300,500,30,14000
0.85697,1.03381,0.85697,0.686087,0.528666,0.399266,0.399266,0.223336,28000,300,300,500,70,14000
0.5897,0.749466,0.5897,0.460055,0.35325,0.273334,0.273334,0.173192,28000,300,300,500,350,14000
0.472774,0.614649,0.472774,0.376843,0.300892,0.242877,0.242877,0.16344,28000,300,300,500,1400,14000
0.30698,0.411135,0.30698,0.269195,0.235979,0.204705,0.204705,0.148397,28000,300,300,1000,14000,14000
1.79295,3.47368,1.79295,0.879748,0.385653,0.178778,0.178778,0.114376,28000,300,300,1000,30,500
1.1037,4.02313,1.1037,0.516174,0.326889,0.249456,0.249456,0.175136,28000,300,300,1000,70,500
3.56262,6.31655,3.56262,2.70711,2.12055,1.69297,1.69297,1.17439,28000,300,300,1000,350,500
1.1037,4.02313,1.1037,0.516174,0.326889,0.249456,0.249456,0.175136,28000,300,300,1000,1400,500
0.501176,2.99151,0.501176,0.373622,0.3137,0.25811,0.25811,0.172212,28000,300,300,1000,14000,500
3.35036,5.46366,3.35036,1.94156,1.02114,0.519353,0.519353,0.275758,28000,300,300,1000,30,1000
1.0109,2.60615,1.0109,0.531276,0.336017,0.249106,0.249106,0.172553,28000,300,300,1000,70,1000
1.0109,2.60615,1.0109,0.531276,0.336017,0.249106,0.249106,0.172553,28000,300,300,1000,350,1000
0.672026,2.0601,0.672026,0.4319,0.321303,0.251597,0.251597,0.171005,28000,300,300,1000,1400,1000
0.460073,1.71239,0.460072,0.365209,0.306637,0.253645,0.253645,0.170923,28000,300,300,1000,14000,1000
2.0585,2.7387,2.0585,1.46816,0.97776,0.626629,0.626629,0.267677,28000,300,300,1000,30,3500
1.39447,2.02529,1.39447,0.925646,0.585278,0.374156,0.374156,0.197069,28000,300,300,1000,70,3500
0.818271,1.36047,0.81827,0.528923,0.356428,0.259915,0.259915,0.171842,28000,300,300,1000,350,3500
0.582091,1.04264,0.582091,0.41435,0.314071,0.247566,0.247566,0.167657,28000,300,300,1000,1400,3500
0.387749,0.758181,0.387749,0.32751,0.279946,0.23646,0.23646,0.164408,28000,300,300,1000,14000,3500
1.23865,1.45359,1.23865,1.01488,0.796472,0.605248,0.605248,0.319861,28000,300,300,1000,30,12000
0.905186,1.10896,0.905186,0.713071,0.54011,0.40136,0.40136,0.220987,28000,300,300,1000,70,12000
0.613799,0.797289,0.613799,0.470671,0.356226,0.273021,0.273021,0.172806,28000,300,300,1000,350,12000
0.531703,0.625007,0.531703,0.435145,0.341133,0.259114,0.259114,0.136826,28000,300,300,1000,1400,12000
0.315264,0.434487,0.315265,0.275516,0.240908,0.208476,0.208476,0.150559,28000,300,300,1000,14000,12000
1.16688,1.35337,1.16688,0.968478,0.771198,0.594801,0.594801,0.322867,28000,300,300,1000,30,14000
0.85697,1.03381,0.85697,0.686087,0.528666,0.399266,0.399266,0.223336,28000,300,300,1000,70,14000
0.5897,0.749466,0.5897,0.460055,0.35325,0.273334,0.273334,0.173192,28000,300,300,1000,350,14000
0.472774,0.614649,0.472774,0.376843,0.300892,0.242877,0.242877,0.16344,28000,300,300,1000,1400,14000
0.30698,0.411135,0.30698,0.269195,0.235979,0.204705,0.204705,0.148397,28000,300,300,1000,14000,14000
3.699,5.25954,3.699,2.63887,1.88625,1.38807,1.10436,0.975569,28000,350,300,20,30,500
5.59761,9.00123,5.59761,3.82428,2.71533,2.02976,1.6375,1.43672,28000,350,300,20,70,500
3.56262,6.31655,3.56262,2.70711,2.12055,1.69297,1.39987,1.17439,28000,350,300,20,350,500
2.5424,4.93255,2.5424,2.11234,1.77453,1.49341,1.26129,1.04679,28000,350,300,20,1400,500
1.53927,3.70355,1.53927,1.41424,1.29017,1.1471,0.988011,0.819349,28000,350,300,20,14000,500
3.01486,4.43946,3.01486,2.20924,1.64534,1.25758,1.02414,0.885897,28000,350,300,20,30,1000
4.69742,6.52512,4.69742,3.45606,2.53772,1.91796,1.55377,1.32986,28000,350,300,20,70,1000
3.17007,4.66324,3.17007,2.48605,1.98041,1.60858,1.34042,1.12046,28000,350,300,20,350,1000
2.19607,3.42247,2.19607,1.87024,1.6091,1.38476,1.18159,0.980602,28000,350,300,20,1400,1000
1.40644,2.40829,1.40644,1.30435,1.1913,1.06138,0.917083,0.763958,28000,350,300,20,14000,1000
3.45505,4.07341,3.45505,2.83001,2.24854,1.78581,1.44783,1.16996,28000,350,300,20,30,3500
3.0939,3.6782,3.0939,2.53887,2.04057,1.65342,1.36809,1.12429,28000,350,300,20,70,3500
2.4196,2.92045,2.4196,2.03656,1.70772,1.44365,1.22355,1.01372,28000,350,300,20,350,3500
1.75475,2.13109,1.75475,1.55938,1.38441,1.21534,1.04537,0.870619,28000,350,300,20,1400,3500
1.07979,1.35104,1.07979,1.00832,0.924651,0.828305,0.722605,0.611019,28000,350,300,20,14000,3500
2.06996,2.24929,2.06996,1.85622,1.62707,1.40067,1.17694,0.953655,28000,350,300,20,30,12000
1.92256,2.08963,1.92256,1.73077,1.52897,1.32956,1.12963,0.926188,28000,350,300,20,70,12000
1.71647,1.86568,1.71647,1.55687,1.38897,1.21908,1.04467,0.864249,28000,350,300,20,350,12000
1.4155,1.53941,1.4155,1.29957,1.17351,1.03942,0.89776,0.750547,28000,350,300,20,1400,12000
0.757992,0.855744,0.757992,0.708825,0.652349,0.588328,0.518789,0.446105,28000,350,300,20,14000,12000
1.95041,2.10391,1.95041,1.76259,1.55613,1.34617,1.13465,0.921749,28000,350,300,20,30,14000
1.8196,1.96115,1.8196,1.65153,1.46904,1.28267,1.09219,0.897,28000,350,300,20,70,14000
1.64153,1.76882,1.64153,1.49898,1.3436,1.18229,1.01442,0.840144,28000,350,300,20,350,14000
1.36993,1.47881,1.36993,1.26169,1.1414,1.01211,0.874785,0.731838,28000,350,300,20,1400,14000
0.724411,0.81154,0.724411,0.677598,0.623819,0.56296,0.496927,0.428018,28000,350,300,20,14000,14000
1.53896,9.46997,1.53896,4.34603,6.19539,2.16904,1.75004,3.02545,28000,350,300,50,30,500
1.37721,8.07333,1.37721,3.53745,4.97479,1.93255,1.59126,2.56394,28000,350,300,50,70,500
1.11801,5.96001,1.11801,2.49534,3.25813,1.60856,1.34306,1.97989,28000,350,300,50,350,500
0.988255,4.78897,0.988255,1.92826,2.33401,1.40207,1.19215,1.64296,28000,350,300,50,1400,500
0.772082,3.7615,0.772082,1.31408,1.45679,1.07253,0.926761,1.20232,28000,350,300,50,14000,500
1.31873,6.50137,1.31873,3.63785,4.80242,1.99893,1.59692,2.67918,28000,350,300,50,30,1000
1.23573,5.67515,1.23573,3.09432,4.06288,1.80908,1.47962,2.33523,28000,350,300,50,70,1000
1.05666,4.24301,1.05666,2.25777,2.83017,1.512,1.27075,1.83167,28000,350,300,50,350,1000
0.922818,3.21557,0.922818,1.70235,1.98959,1.28998,1.10668,1.48354,28000,350,300,50,1400,1000
0.710168,2.36823,0.710168,1.19165,1.29816,0.975791,0.847034,1.0917,28000,350,300,50,14000,1000
1.06723,3.31397,1.06723,2.36846,2.80606,1.60609,1.32243,1.95337,28000,350,300,50,30,3500
0.0458664,0.66572,0.0458664,0.284912,0.429906,0.108094,0.0672199,0.177822,28000,350,300,50,70,3500
1.02568,3.03222,1.02568,2.15133,2.54564,1.49378,1.2512,1.78926,28000,350,300,50,350,3500
0.806334,1.91029,0.806334,1.40208,1.56139,1.10919,0.95992,1.25507,28000,350,300,50,1400,3500
0.550736,1.24115,0.550736,0.887738,0.954095,0.734689,0.645015,0.816364,28000,350,300,50,14000,3500
0.836438,1.81744,0.836438,1.52637,1.67487,1.1889,1.01335,1.36086,28000,350,300,50,30,12000
0.814593,1.70364,0.814593,1.43957,1.57243,1.13755,0.978005,1.29203,28000,350,300,50,70,12000
0.76437,1.55296,0.76437,1.31739,1.43261,1.05349,0.91135,1.18918,28000,350,300,50,350,12000
0.667364,1.31708,0.667364,1.11688,1.20788,0.90527,0.788516,1.01519,28000,350,300,50,1400,12000
0.392174,0.747992,0.392174,0.607841,0.650222,0.508517,0.451565,0.561105,28000,350,300,50,14000,12000
0.801165,1.69397,0.801165,1.44004,1.57143,1.13127,0.96734,1.29012,28000,350,300,50,30,14000
0.782035,1.59475,0.782035,1.36482,1.48262,1.08651,0.936473,1.23025,28000,350,300,50,70,14000
0.736725,1.4656,0.736725,1.25806,1.36206,1.01167,0.876712,1.13945,28000,350,300,50,350,14000
0.645784,1.25541,0.645784,1.07528,1.15975,0.874018,0.762112,0.979056,28000,350,300,50,1400,14000
0.375293,0.705928,0.375293,0.579574,0.619626,0.485388,0.431486,0.535139,28000,350,300,50,14000,14000
1.28134,9.04846,1.28134,3.843,5.68535,1.80409,1.4443,2.57996,28000,350,300,70,30,500
0.376395,2.02454,0.376395,0.754694,0.932665,0.538462,0.454256,0.63702,28000,350,300,70,70,500
0.909344,5.6236,0.909344,2.10886,2.85766,1.31394,1.09076,1.63976,28000,350,300,70,350,500
0.818742,4.59207,0.818742,1.66196,2.06914,1.17116,0.987445,1.39277,28000,350,300,70,1400,500
0.664119,3.67534,0.664119,1.15244,1.3034,0.929646,0.799941,1.04779,28000,350,300,70,14000,500
1.09794,6.16489,1.09794,3.25593,4.41577,1.68905,1.32886,2.32793,28000,350,300,70,30,1000
1.01071,5.28657,1.01071,2.67146,3.62456,1.48743,1.20559,1.95916,28000,350,300,70,70,1000
0.392921,1.74697,0.392921,0.866418,1.11302,0.56754,0.472893,0.693491,28000,350,300,70,350,1000
0.771297,3.0485,0.771297,1.48173,1.77485,1.08776,0.926596,1.26859,28000,350,300,70,1400,1000
0.618135,2.28308,0.618135,1.05481,1.16343,0.854782,0.739163,0.961013,28000,350,300,70,14000,1000
0.900899,3.1249,0.900899,2.15683,2.59835,1.40003,1.12948,1.74283,28000,350,300,70,30,3500
0.854687,2.8066,0.854687,1.9061,2.30086,1.26718,1.04765,1.55067,28000,350,300,70,70,3500
0.779667,2.30049,0.779667,1.56046,1.84826,1.11159,0.94019,1.31325,28000,350,300,70,350,3500
0.686499,1.77033,0.686499,1.23203,1.39723,0.952169,0.819479,1.08772,28000,350,300,70,1400,3500
0.493291,1.16998,0.493291,0.804599,0.87018,0.661318,0.579092,0.737399,28000,350,300,70,14000,3500
0.732598,1.70256,0.732598,1.39761,1.55081,1.06247,0.896342,1.2305,28000,350,300,70,30,12000
0.702449,1.56677,0.702449,1.28758,1.42495,0.994472,0.848385,1.14104,28000,350,300,70,70,12000
0.656672,1.41147,0.656672,1.16409,1.28145,0.913213,0.785724,1.03935,28000,350,300,70,350,12000
0.58276,1.20295,0.58276,0.995238,1.08645,0.795917,0.690519,0.897719,28000,350,300,70,1400,12000
0.361334,0.704782,0.361334,0.564532,0.605889,0.47012,0.416713,0.519889,28000,350,300,70,14000,12000
0.705572,1.58587,0.705572,1.32003,1.45515,1.01502,0.85984,1.16954,28000,350,300,70,30,14000
0.678262,1.46523,0.678262,1.22299,1.34426,0.954258,0.816689,1.09029,28000,350,300,70,70,14000
0.636341,1.33113,0.636341,1.11468,1.21975,0.881315,0.759872,0.999915,28000,350,300,70,350,14000
0.566298,1.14655,0.566298,0.960751,1.04501,0.771389,0.670066,0.868631,28000,350,300,70,1400,14000
0.346862,0.665836,0.346862,0.539773,0.5788,0.450099,0.399399,0.497266,28000,350,300,500,14000,14000
3.81889,7.36369,3.81889,2.08666,1.04429,0.52453,0.346962,0.314439,28000,350,300,500,30,500
2.2385,5.52747,2.2385,1.04299,0.488307,0.284318,0.215437,0.190526,28000,350,300,500,70,500
1.0879,3.97736,1.0879,0.521104,0.331778,0.250039,0.2037,0.176618,28000,350,300,500,350,500
0.745715,3.44036,0.745715,0.423969,0.318109,0.250943,0.205468,0.172021,28000,350,300,500,1400,500
0.463786,1.76317,0.463786,0.348836,0.296489,0.248077,0.205316,0.169084,28000,350,300,500,14000,500
2.93577,4.80698,2.93577,1.84009,1.06602,0.595289,0.369991,0.291711,28000,350,300,500,30,1000
1.83799,3.58927,1.83799,1.02535,0.555375,0.32923,0.236122,0.193864,28000,350,300,500,70,1000
0.959798,2.49725,0.959797,0.529553,0.340789,0.251054,0.204889,0.174412,28000,350,300,500,350,1000
1.83799,3.58927,1.83799,1.02535,0.555375,0.32923,0.236122,0.193864,28000,350,300,500,1400,1000
0.535534,3.12784,0.535535,0.3576,0.304848,0.254111,0.209126,0.170999,28000,350,300,500,14000,1000
2.59835,3.1249,2.59835,2.15683,1.74283,1.40003,1.12948,0.900899,28000,350,300,500,30,3500
1.7301,2.31123,1.7301,1.29832,0.925922,0.639586,0.434822,0.297114,28000,350,300,500,70,3500
0.74097,1.23649,0.74097,0.506552,0.355907,0.263927,0.208752,0.173396,28000,350,300,500,350,3500
0.544378,0.98562,0.544378,0.397456,0.306827,0.244899,0.200614,0.167184,28000,350,300,500,1400,3500
0.368409,0.746702,0.36841,0.308029,0.26607,0.227301,0.192075,0.160733,28000,350,300,500,14000,3500
1.0357,1.21467,1.0357,0.875387,0.714213,0.566745,0.438296,0.328906,28000,350,300,500,30,12000
0.768029,0.939918,0.768029,0.628477,0.498123,0.387592,0.298537,0.227402,28000,350,300,500,70,12000
0.53997,0.699425,0.53997,0.431301,0.339966,0.268847,0.215015,0.173833,28000,350,300,500,350,12000
0.438712,0.584881,0.438712,0.356097,0.289635,0.237279,0.195742,0.162372,28000,350,300,500,1400,12000
0.290089,0.407473,0.290089,0.254471,0.22455,0.196189,0.169427,0.144518,28000,350,300,500,14000,12000
0.97222,1.12715,0.97222,0.830487,0.685556,0.550749,0.431092,0.327192,28000,350,300,500,30,14000
0.725188,0.873927,0.725188,0.601606,0.483815,0.381648,0.297232,0.228,28000,350,300,500,70,14000
0.517016,0.655209,0.517016,0.419288,0.334812,0.267354,0.214863,0.173823,28000,350,300,500,350,14000
0.424797,0.552218,0.424797,0.34894,0.286117,0.235507,0.194789,0.161629,28000,350,300,500,1400,14000
0.281574,0.383457,0.281574,0.248097,0.219394,0.192142,0.166293,0.142133,28000,350,300,1000,14000,14000
3.81889,7.36369,3.81889,2.08666,1.04429,0.52453,0.346962,0.314439,28000,350,300,1000,30,500
5.87193,8.80572,5.87193,4.41241,3.32435,2.56759,2.12548,1.81921,28000,350,300,1000,70,500
3.85655,6.43237,3.85655,3.08656,2.5193,2.09067,1.76429,1.4689,28000,350,300,1000,350,500
0.0795175,0.0920754,0.106253,0.122052,0.140215,0.166154,0.268833,0.166214,28000,350,300,1000,1400,500
1.69738,3.88257,1.69738,1.56208,1.43877,1.29071,1.1205,0.936778,28000,350,300,1000,14000,500
5.43744,7.03443,5.43743,4.28043,3.28208,2.5436,2.07326,1.7053,28000,350,300,1000,30,1000
4.75591,6.27088,4.75591,3.77685,2.95544,2.35672,1.94991,1.61921,28000,350,300,1000,70,1000
3.32155,4.66106,3.32155,2.74794,2.29443,1.94161,1.65272,1.37215,28000,350,300,1000,350,1000
2.30987,3.45692,2.30986,2.04073,1.82198,1.61204,1.39582,1.16647,28000,350,300,1000,1400,1000
1.50298,2.4935,1.50298,1.39717,1.28735,1.15621,1.00797,0.848177,28000,350,300,1000,14000,1000
3.14119,3.61411,3.14119,2.71835,2.31331,1.96513,1.65584,1.35514,28000,350,300,1000,30,3500
2.92485,3.37708,2.92485,2.53998,2.17792,1.86883,1.59078,1.31469,28000,350,300,1000,70,3500
2.41025,2.80611,2.41025,2.13435,1.88312,1.65382,1.42616,1.18955,28000,350,300,1000,350,3500
1.8155,2.12018,1.8155,1.66601,1.51411,1.35142,1.17666,0.992291,28000,350,300,1000,1400,3500
1.07566,1.34598,1.07566,1.00685,0.929717,0.839682,0.739518,0.633222,28000,350,300,1000,14000,3500
1.8855,2.01049,1.8855,1.74616,1.58123,1.40025,1.20755,1.0069,28000,350,300,1000,30,12000
1.81292,1.92704,1.81292,1.68521,1.53314,1.36456,1.18276,0.991275,28000,350,300,1000,70,12000
1.66772,1.77437,1.66772,1.55442,1.41916,1.26788,1.1034,0.929233,28000,350,300,1000,350,12000
1.38922,1.48977,1.38922,1.29726,1.18858,1.06611,0.932809,0.791957,28000,350,300,1000,1400,12000
0.711096,0.808251,0.711097,0.6671,0.617451,0.5609,0.499224,0.434367,28000,350,300,1000,14000,12000
1.76807,1.87631,1.76807,1.64287,1.49185,1.32405,1.14429,0.956869,28000,350,300,1000,30,14000
1.70686,1.80573,1.70686,1.59165,1.45144,1.29418,1.12382,0.944134,28000,350,300,1000,70,14000
1.5812,1.67449,1.5812,1.47762,1.35157,1.20908,1.05364,0.88887,28000,350,300,1000,350,14000
1.32994,1.419,1.32994,1.24397,1.14082,1.02401,0.896691,0.762085,28000,350,300,1000,1400,14000
0.675368,0.761304,0.675369,0.633715,0.586621,0.533287,0.475046,0.413959,28000,350,300,1000,14000,14000
6.68803,9.37235,6.68803,5.26894,4.08294,3.18581,2.63956,2.21464,28000,400,300,20,30,500
5.77959,8.37071,5.77959,4.5997,3.64151,2.92546,2.45303,2.05491,28000,400,300,20,70,500
5.77959,8.37071,5.77959,4.5997,3.64151,2.92546,2.45303,2.05491,28000,400,300,20,350,500
2.77069,5.07577,2.77069,2.42923,2.18393,1.9475,1.69472,1.41862,28000,400,300,20,1400,500
1.79617,3.99361,1.79617,1.65042,1.52772,1.37765,1.203,1.01213,28000,400,300,20,14000,500
5.77959,8.37071,5.77959,4.5997,3.64151,2.92546,2.45303,2.05491,28000,400,300,20,30,1000
4.54687,5.84672,4.54687,3.78759,3.12101,2.59513,2.19723,1.81532,28000,400,300,20,70,1000
4.54687,5.84672,4.54687,3.78759,3.12101,2.59513,2.19723,1.81532,28000,400,300,20,350,1000
2.3381,3.40413,2.3381,2.12396,1.94053,1.74131,1.52095,1.28161,28000,400,300,20,1400,1000
1.54103,2.53102,1.54103,1.43046,1.32403,1.19583,1.04789,0.888234,28000,400,300,20,14000,1000
2.87206,3.23044,2.87206,2.60132,2.32866,2.05777,1.77518,1.47421,28000,400,300,20,30,3500
2.72647,3.07053,2.72647,2.47494,2.22698,1.97968,1.71697,1.43464,28000,400,300,20,70,3500
0.83645,1.00188,0.83645,0.741758,0.653748,0.571125,0.490664,0.410232,28000,400,300,20,350,3500
1.81898,2.07016,1.81898,1.69455,1.55659,1.40104,1.22895,1.045,28000,400,300,20,1400,3500
0.719119,1.14524,0.719119,0.665785,0.615802,0.556042,0.487844,0.41467,28000,400,300,20,14000,3500
1.73749,1.83546,1.73749,1.63197,1.49842,1.34406,1.17389,0.992839,28000,400,300,20,30,12000
1.69767,1.78969,1.69766,1.59791,1.47087,1.32289,1.15857,0.982575,28000,400,300,20,70,12000
1.69767,1.78969,1.69766,1.59791,1.47087,1.32289,1.15857,0.982575,28000,400,300,20,350,12000
1.31558,1.40582,1.31558,1.23773,1.14189,1.03111,0.908374,0.777645,28000,400,300,20,1400,12000
0.650994,0.749592,0.650995,0.610725,0.566916,0.517086,0.462605,0.405285,28000,400,300,20,14000,12000
1.61411,1.70184,1.61411,1.51793,1.39538,1.25317,1.09639,0.929638,28000,400,300,20,30,14000
1.58218,1.66454,1.58218,1.49089,1.3737,1.2368,1.08471,0.922085,28000,400,300,20,70,14000
1.58218,1.66454,1.58218,1.49089,1.3737,1.2368,1.08471,0.922085,28000,400,300,20,350,14000
1.24664,1.32739,1.24665,1.17396,1.08365,0.979009,0.863156,0.739753,28000,400,300,20,1400,14000
0.614782,0.701637,0.614783,0.577077,0.53573,0.488852,0.437747,0.384029,28000,400,300,20,14000,14000
2.41698,2.41698,3.73836,1.76736,1.27971,0.949314,0.765325,0.645501,28000,400,300,50,30,500
1.06117,1.06117,2.15355,0.866886,0.742528,0.637687,0.544199,0.453825,28000,400,300,50,70,500
1.35007,1.35007,2.50624,1.04914,0.852054,0.706326,0.593848,0.494583,28000,400,300,50,350,500
0.993193,0.993193,2.06926,0.823623,0.715125,0.619178,0.530175,0.442073,28000,400,300,50,1400,500
0.65764,0.65764,1.67934,0.581624,0.532707,0.476782,0.413485,0.346539,28000,400,300,50,14000,500
6.69352,6.69352,9.2663,5.1971,3.93194,2.9794,2.39336,1.96964,28000,400,300,50,30,1000
1.58949,1.58949,2.23827,1.25068,0.980795,0.78325,0.644518,0.532252,28000,400,300,50,70,1000
1.51522,1.51522,2.03642,1.31521,1.15403,1.0149,0.878908,0.735858,28000,400,300,50,350,1000
1.10321,1.10321,1.54539,1.00729,0.919444,0.82361,0.71892,0.60719,28000,400,300,50,1400,1000
0.567597,0.567597,1.04537,0.514952,0.47244,0.423536,0.369215,0.311951,28000,400,300,50,14000,1000
1.07761,1.07761,1.26643,0.941148,0.808686,0.688122,0.577298,0.471263,28000,400,300,50,30,3500
0.988358,0.988358,1.17066,0.864098,0.746992,0.641925,0.544844,0.45017,28000,400,300,50,70,3500
0.83645,0.83645,1.00188,0.741758,0.653748,0.571125,0.490664,0.410232,28000,400,300,50,350,3500
0.657028,0.657028,0.798687,0.596131,0.537304,0.476967,0.414685,0.351173,28000,400,300,50,1400,3500
0.719119,0.719119,1.14524,0.665785,0.615802,0.556042,0.487844,0.41467,28000,400,300,50,14000,3500
0.653249,0.653248,0.707194,0.603288,0.544912,0.48169,0.415579,0.348176,28000,400,300,50,30,12000
0.622366,0.622367,0.672453,0.576435,0.522737,0.464289,0.402734,0.339497,28000,400,300,50,70,12000
0.573733,0.573733,0.621277,0.53235,0.484245,0.431756,0.376211,0.318856,28000,400,300,50,350,12000
0.487045,0.487045,0.532941,0.4526,0.413275,0.370278,0.324593,0.277379,28000,400,300,50,1400,12000
0.255781,0.255781,0.300094,0.238768,0.220956,0.201133,0.17984,0.157812,28000,400,300,50,14000,12000
0.609083,0.609083,0.656109,0.564304,0.51129,0.45327,0.392238,0.329767,28000,400,300,50,30,14000
1.97192,1.97192,2.12838,1.831,1.66569,1.48309,1.28667,1.08149,28000,400,300,50,70,14000
0.541281,0.541281,0.582834,0.503691,0.459265,0.410305,0.358217,0.304313,28000,400,300,50,350,14000
1.58233,1.58233,1.72118,1.47644,1.353,1.21462,1.06394,0.905077,28000,400,300,50,1400,14000
0.242511,0.242512,0.281356,0.226637,0.209811,0.191146,0.1711,0.150361,28000,400,300,50,14000,14000
1.28134,1.80409,1.4443,2.57996,3.843,5.68535,9.04846,5.68535,28000,400,300,70,30,500
1.11718,1.56555,1.28359,2.10987,3.00404,4.41569,7.5915,4.41569,28000,400,300,70,70,500
0.909344,1.31394,1.09076,1.63976,2.10886,2.85766,5.6236,2.85766,28000,400,300,70,350,500
0.818742,1.17116,0.987445,1.39277,1.66196,2.06914,4.59207,2.06914,28000,400,300,70,1400,500
0.664119,0.929646,0.799941,1.04779,1.15244,1.3034,3.67534,1.3034,28000,400,300,70,14000,500
1.09794,1.68905,1.32886,2.32793,3.25593,4.41577,6.16489,4.41577,28000,400,300,70,30,1000
1.01071,1.48743,1.20559,1.95916,2.67146,3.62456,5.28657,3.62456,28000,400,300,70,70,1000
0.909344,1.31394,1.09076,1.63976,2.10886,2.85766,5.6236,2.85766,28000,400,300,70,350,1000
0.771297,1.08776,0.926596,1.26859,1.48173,1.77485,3.0485,1.77485,28000,400,300,70,1400,1000
0.618135,0.854782,0.739163,0.961013,1.05481,1.16343,2.28308,1.16343,28000,400,300,70,14000,1000
0.900899,1.40003,1.12948,1.74283,2.15683,2.59835,3.1249,2.59835,28000,400,300,70,30,3500
0.854687,1.26718,1.04765,1.55067,1.9061,2.30086,2.8066,2.30085,28000,400,300,70,70,3500
0.779667,1.11159,0.94019,1.31325,1.56046,1.84826,2.30049,1.84826,28000,400,300,70,350,3500
0.686499,0.952169,0.819479,1.08772,1.23203,1.39723,1.77033,1.39723,28000,400,300,70,1400,3500
0.493291,0.661318,0.579092,0.737399,0.804599,0.87018,1.16998,0.870178,28000,400,300,70,14000,3500
0.732598,1.06247,0.896342,1.2305,1.39761,1.55081,1.70256,1.55081,28000,400,300,70,30,12000
0.702449,0.994472,0.848385,1.14104,1.28758,1.42495,1.56677,1.42495,28000,400,300,70,70,12000
0.656672,0.913213,0.785724,1.03935,1.16409,1.28145,1.41147,1.28145,28000,400,300,70,350,12000
0.58276,0.795917,0.690519,0.897719,0.995238,1.08645,1.20295,1.08644,28000,400,300,70,1400,12000
0.361334,0.47012,0.416713,0.519889,0.564532,0.605889,0.704782,0.605888,28000,400,300,70,14000,12000
0.705572,1.01502,0.85984,1.16954,1.32003,1.45515,1.58587,1.45515,28000,400,300,70,30,14000
0.678262,0.954258,0.816689,1.09029,1.22299,1.34426,1.46523,1.34426,28000,400,300,70,70,14000
0.636341,0.881315,0.759872,0.999915,1.11468,1.21975,1.33113,1.21975,28000,400,300,70,350,14000
0.566298,0.771389,0.670066,0.868631,0.960751,1.04501,1.14655,1.04501,28000,400,300,70,1400,14000
0.346862,0.450099,0.399399,0.497266,0.539773,0.5788,0.665836,0.5788,28000,400,300,500,14000,14000
1.28134,1.80409,1.4443,2.57996,3.843,5.68535,9.04846,5.68535,28000,400,300,500,30,500
0.119589,0.214809,0.136514,0.43359,0.872841,1.60928,3.13512,1.60928,28000,400,300,500,70,500
0.074745,0.108692,0.0879392,0.147106,0.228123,0.411918,1.07197,0.411918,28000,400,300,500,350,500
0.0749059,0.109479,0.0893916,0.138459,0.184194,0.323333,1.48228,0.323333,28000,400,300,500,1400,500
0.0749624,0.110917,0.0912689,0.132971,0.155813,0.233571,1.35103,0.233571,28000,400,300,500,14000,500
0.112833,0.247436,0.15064,0.445736,0.772466,1.23917,2.04477,1.23917,28000,400,300,500,30,1000
0.0790662,0.137835,0.0972764,0.23594,0.435815,0.782536,1.53505,0.782536,28000,400,300,500,70,1000
0.074745,0.108692,0.0879392,0.147106,0.228123,0.411918,1.07197,0.411918,28000,400,300,500,350,1000
0.0744135,0.108564,0.0887502,0.137357,0.182349,0.285815,0.885655,0.285815,28000,400,300,500,1400,1000
0.0741773,0.108401,0.0898225,0.129515,0.15251,0.202573,0.763472,0.202573,28000,400,300,500,14000,1000
0.125393,0.271132,0.184329,0.393198,0.552141,0.737091,0.987735,0.737091,28000,400,300,500,30,3500
0.0882455,0.168064,0.118141,0.247674,0.364391,0.516323,0.753871,0.516323,28000,400,300,500,70,3500
0.0882455,0.168064,0.118141,0.247674,0.364391,0.516323,0.753871,0.516323,28000,400,300,500,350,3500
0.0729324,0.106681,0.0872986,0.133569,0.172971,0.236581,0.427078,0.23658,28000,400,300,500,1400,3500
0.0707608,0.0995229,0.0842834,0.116403,0.134838,0.161278,0.324779,0.161277,28000,400,300,500,14000,3500
0.141257,0.243274,0.188088,0.306565,0.375938,0.445089,0.522852,0.445089,28000,400,300,500,30,12000
0.0990662,0.168462,0.129864,0.216115,0.272202,0.332285,0.406755,0.332285,28000,400,300,500,70,12000
0.0758451,0.117144,0.0937054,0.148062,0.18767,0.234684,0.30382,0.234684,28000,400,300,500,350,12000
0.0711021,0.103531,0.0855229,0.126323,0.155172,0.190943,0.254401,0.190943,28000,400,300,500,1400,12000
0.0637824,0.086055,0.0744803,0.0983772,0.111442,0.127041,0.178063,0.127041,28000,400,300,500,14000,12000
0.140845,0.236631,0.185248,0.294535,0.35686,0.417989,0.485279,0.417989,28000,400,300,500,30,14000
0.0995592,0.166098,0.129505,0.210143,0.260923,0.314194,0.378544,0.314194,28000,400,300,500,70,14000
0.0759574,0.116578,0.0937514,0.145945,0.182551,0.22485,0.284778,0.22485,28000,400,300,500,350,14000
0.0707933,0.102822,0.0851371,0.124839,0.152127,0.18501,0.240254,0.18501,28000,400,300,500,1400,14000
0.0627461,0.0842856,0.0731163,0.0961336,0.10864,0.123312,0.167651,0.123312,28000,400,300,500,14000,14000
