d-12,d0,d12,d24,d36,d48,d60,d72,Load,T_conc,T_base,E_subg,E_base,E_conc
0.866214,1.4685,0.866214,0.683144,0.58302,0.507739,0.441597,0.377195,12000,350,700,50,350,1000
0.524099,1.03733,0.524099,0.450708,0.411198,0.369939,0.327231,0.282978,12000,350,700,50,1400,1000
0.218685,0.744319,0.218686,0.179208,0.171568,0.157847,0.142763,0.126607,12000,350,700,50,14000,1000
1.35916,1.57629,1.35916,1.16304,0.974858,0.809251,0.666602,0.535542,12000,350,700,50,30,3500
1.09709,1.30605,1.09709,0.929543,0.78111,0.658526,0.555184,0.458528,12000,350,700,50,70,3500
0.696559,0.8753,0.696559,0.599232,0.524326,0.459467,0.399098,0.339835,12000,350,700,50,350,3500
0.422695,0.573969,0.422695,0.372716,0.336995,0.302743,0.268604,0.234137,12000,350,700,50,1400,3500
0.165199,0.312265,0.165199,0.146651,0.138073,0.127314,0.11574,0.103614,12000,350,700,50,14000,3500
0.816821,0.878591,0.816821,0.748161,0.669964,0.586545,0.50066,0.413736,12000,350,700,50,30,12000
0.701056,0.75731,0.701056,0.642501,0.577913,0.50984,0.439828,0.368502,12000,350,700,50,70,12000
0.531247,0.58312,0.531247,0.485355,0.437768,0.388775,0.33919,0.289083,12000,350,700,50,350,12000
0.338524,0.38892,0.338524,0.306756,0.277829,0.24926,0.22088,0.192611,12000,350,700,50,1400,12000
0.115082,0.160796,0.115082,0.104474,0.097619,0.0903433,0.0828507,0.0752373,12000,350,700,50,14000,12000
0.76481,0.818456,0.764809,0.703525,0.63255,0.5558,0.476074,0.394931,12000,350,700,50,30,14000
0.661963,0.710297,0.661963,0.609646,0.550557,0.487146,0.421294,0.353923,12000,350,700,50,70,14000
0.509675,0.554576,0.509676,0.467844,0.423227,0.376637,0.328979,0.280634,12000,350,700,50,350,14000
0.32806,0.372167,0.32806,0.298354,0.270496,0.242781,0.215129,0.187549,12000,350,700,50,1400,14000
0.109733,0.149447,0.109733,0.0997614,0.0931426,0.086231,0.0791601,0.0720054,12000,350,700,50,14000,14000
2.97768,4.40118,2.97768,2.10501,1.45374,1.00709,0.77916,0.681809,12000,350,700,70,30,500
1.95098,3.32345,1.95098,1.32071,0.932139,0.696945,0.571205,0.491073,12000,350,700,70,70,500
0.895509,2.07875,0.89551,0.641929,0.532425,0.454836,0.391853,0.333266,12000,350,700,70,350,500
0.540234,1.60904,0.540234,0.435849,0.397169,0.354998,0.311853,0.267242,12000,350,700,70,1400,500
0.24342,1.31802,0.24342,0.174732,0.171453,0.156968,0.142143,0.125352,12000,350,700,70,14000,500
2.28508,3.02893,2.28508,1.73936,1.27894,0.934597,0.721007,0.584292,12000,350,700,70,30,1000
1.60461,2.32505,1.60461,1.18101,0.873386,0.667628,0.54123,0.450223,12000,350,700,70,70,1000
0.801005,1.41853,0.801005,0.609681,0.507648,0.434853,0.375152,0.319687,12000,350,700,70,350,1000
0.48059,1.01089,0.48059,0.403022,0.364501,0.326057,0.287216,0.247755,12000,350,700,70,1400,1000
0.208252,0.736436,0.208252,0.168774,0.161542,0.148448,0.134119,0.118801,12000,350,700,70,14000,1000
1.31764,1.54214,1.31764,1.11615,0.922697,0.752685,0.609196,0.481931,12000,350,700,70,30,3500
1.02999,1.24797,1.02999,0.856853,0.704165,0.579844,0.48034,0.392433,12000,350,700,70,70,3500
0.64063,0.828285,0.64063,0.538714,0.4625,0.39988,0.344721,0.292479,12000,350,700,70,350,3500
0.39097,0.548306,0.39097,0.339763,0.304758,0.272335,0.240712,0.209376,12000,350,700,70,1400,3500
0.158073,0.305919,0.158073,0.139666,0.131359,0.12098,0.109868,0.0982591,12000,350,700,70,14000,3500
0.786918,0.852072,0.786917,0.716047,0.636413,0.552696,0.46793,0.38318,12000,350,700,70,30,12000
0.651809,0.71279,0.651809,0.59042,0.524814,0.457928,0.391294,0.325012,12000,350,700,70,70,12000
0.485809,0.541152,0.485808,0.438899,0.391979,0.345399,0.299621,0.254347,12000,350,700,70,350,12000
0.315472,0.367276,0.315473,0.28361,0.255349,0.228087,0.201523,0.175374,12000,350,700,70,1400,12000
0.111356,0.157126,0.111356,0.100829,0.0941078,0.0870019,0.0797126,0.0723273,12000,350,700,70,14000,12000
0.736863,0.793364,0.736862,0.673764,0.601761,0.524947,0.44631,0.367192,12000,350,700,70,30,14000
0.615264,0.667656,0.615264,0.560814,0.501104,0.439079,0.37643,0.313684,12000,350,700,70,70,14000
0.466308,0.514032,0.466308,0.423743,0.379962,0.335717,0.29164,0.247831,12000,350,700,70,350,14000
0.305993,0.351278,0.305993,0.276262,0.249106,0.222646,0.196709,0.171162,12000,350,700,70,1400,14000
0.106328,0.146079,0.106328,0.0964297,0.0899274,0.0831722,0.0762826,0.0693309,12000,350,700,500,14000,14000
3.27717,4.58724,3.27717,2.4868,1.8875,1.47032,1.22533,1.03699,12000,350,700,500,30,500
2.35819,3.6118,2.35819,1.79076,1.41779,1.16742,0.998741,0.846283,12000,350,700,500,70,500
1.1494,2.25095,1.1494,0.944803,0.847266,0.761269,0.672629,0.576672,12000,350,700,500,350,500
0.72227,1.69953,0.72227,0.640853,0.596055,0.54158,0.481579,0.416504,12000,350,700,500,1400,500
0.280759,1.34615,0.280759,0.212222,0.207276,0.190607,0.17309,0.153186,12000,350,700,500,14000,500
2.54505,3.21309,2.54505,2.04931,1.63114,1.32092,1.10235,0.909779,12000,350,700,500,30,1000
1.96516,2.60485,1.96516,1.58225,1.29385,1.08555,0.929294,0.780359,12000,350,700,500,70,1000
1.03053,1.58646,1.03053,0.876501,0.787203,0.706941,0.624363,0.536421,12000,350,700,500,350,1000
0.636233,1.10179,0.636234,0.570238,0.527339,0.479177,0.427097,0.371718,12000,350,700,500,1400,1000
0.241887,0.762775,0.241887,0.201929,0.193276,0.178261,0.161625,0.143619,12000,350,700,500,14000,1000
1.49924,1.68679,1.49924,1.33009,1.17181,1.02627,0.882854,0.734076,12000,350,700,500,30,3500
1.29086,1.46823,1.29086,1.14752,1.01906,0.90105,0.783133,0.658608,12000,350,700,500,70,3500
0.842153,0.992485,0.842153,0.759663,0.688,0.616373,0.542264,0.465169,12000,350,700,500,350,3500
0.499161,0.636581,0.499161,0.451027,0.413182,0.374614,0.334537,0.293102,12000,350,700,500,1400,3500
0.180398,0.326501,0.180398,0.161433,0.152234,0.140584,0.128129,0.114889,12000,350,700,500,14000,3500
0.924071,0.97279,0.924071,0.864015,0.790703,0.707305,0.616791,0.521409,12000,350,700,500,30,12000
0.85229,0.895096,0.852291,0.799558,0.734792,0.66028,0.578583,0.491638,12000,350,700,500,70,12000
0.6477,0.692098,0.647699,0.603227,0.552838,0.497324,0.438043,0.376023,12000,350,700,500,350,12000
0.391423,0.439302,0.391423,0.359381,0.328639,0.297037,0.264666,0.231691,12000,350,700,500,1400,12000
0.122642,0.168496,0.122642,0.111809,0.104682,0.0970306,0.0891287,0.0810547,12000,350,700,500,14000,12000
0.86384,0.906991,0.86384,0.809153,0.741653,0.66433,0.580229,0.491622,12000,350,700,500,30,14000
0.802992,0.840969,0.802992,0.754675,0.694486,0.62484,0.548278,0.466783,12000,350,700,500,70,14000
0.619767,0.658954,0.619766,0.578616,0.53108,0.478195,0.421489,0.362044,12000,350,700,500,350,14000
0.378325,0.42053,0.378325,0.348256,0.318621,0.287959,0.256538,0.224495,12000,350,700,500,1400,14000
0.116589,0.156458,0.11659,0.10641,0.0995507,0.092325,0.0848906,0.0773335,12000,350,700,1000,14000,14000
3.27717,4.58724,3.27717,2.4868,1.8875,1.47032,1.22533,4.58724,12000,350,700,1000,30,500
2.35819,3.6118,2.35819,1.79076,1.41779,1.16742,0.998741,3.6118,12000,350,700,1000,70,500
1.1494,2.25095,1.1494,0.944803,0.847266,0.761269,0.672629,2.25095,12000,350,700,1000,350,500
0.72227,1.69953,0.72227,0.640853,0.596055,0.54158,0.481579,1.69953,12000,350,700,1000,1400,500
0.280759,1.34615,0.280759,0.212222,0.207276,0.190607,0.17309,1.34615,12000,350,700,1000,14000,500
2.54505,3.21309,2.54505,2.04931,1.63114,1.32092,1.10235,3.21309,12000,350,700,1000,30,1000
1.96516,2.60485,1.96516,1.58225,1.29385,1.08555,0.929294,2.60485,12000,350,700,1000,70,1000
1.03053,1.58646,1.03053,0.876501,0.787203,0.706941,0.624363,1.58646,12000,350,700,1000,350,1000
0.636233,1.10179,0.636234,0.570238,0.527339,0.479177,0.427097,1.10179,12000,350,700,1000,1400,1000
0.241887,0.762775,0.241887,0.201929,0.193276,0.178261,0.161625,0.762775,12000,350,700,1000,14000,1000
1.49924,1.68679,1.49924,1.33009,1.17181,1.02627,0.882854,1.68679,12000,350,700,1000,30,3500
1.29086,1.46823,1.29086,1.14752,1.01906,0.90105,0.783133,1.46823,12000,350,700,1000,70,3500
0.842153,0.992485,0.842153,0.759663,0.688,0.616373,0.542264,0.992485,12000,350,700,1000,350,3500
0.499161,0.636581,0.499161,0.451027,0.413182,0.374614,0.334537,0.636581,12000,350,700,1000,1400,3500
0.180398,0.326501,0.180398,0.161433,0.152234,0.140584,0.128129,0.326501,12000,350,700,1000,14000,3500
0.924071,0.97279,0.924071,0.864015,0.790703,0.707305,0.616791,0.97279,12000,350,700,1000,30,12000
0.85229,0.895096,0.852291,0.799558,0.734792,0.66028,0.578583,0.895096,12000,350,700,1000,70,12000
0.6477,0.692098,0.647699,0.603227,0.552838,0.497324,0.438043,0.692098,12000,350,700,1000,350,12000
0.391423,0.439302,0.391423,0.359381,0.328639,0.297037,0.264666,0.439302,12000,350,700,1000,1400,12000
0.122642,0.168496,0.122642,0.111809,0.104682,0.0970306,0.0891287,0.168496,12000,350,700,1000,14000,12000
0.86384,0.906991,0.86384,0.809153,0.741653,0.66433,0.580229,0.906991,12000,350,700,1000,30,14000
0.802992,0.840969,0.802992,0.754675,0.694486,0.62484,0.548278,0.840969,12000,350,700,1000,70,14000
0.619767,0.658954,0.619766,0.578616,0.53108,0.478195,0.421489,0.658954,12000,350,700,1000,350,14000
0.378325,0.42053,0.378325,0.348256,0.318621,0.287959,0.256538,0.42053,12000,350,700,1000,1400,14000
0.116589,0.156458,0.11659,0.10641,0.0995507,0.092325,0.0848906,0.156458,12000,350,700,1000,14000,14000
2.84996,4.04838,2.85017,2.22164,1.73262,1.38432,1.15604,0.960714,12000,400,700,20,30,500
2.11585,3.29383,2.11613,1.64407,1.32657,1.10575,0.944604,0.792132,12000,400,700,20,70,500
1.08097,2.17933,1.0809,0.889135,0.798708,0.716342,0.631138,0.539586,12000,400,700,20,350,500
0.689936,1.7039,0.689585,0.60139,0.558768,0.507728,0.451203,0.390011,12000,400,700,20,1400,500
0.292007,1.3914,0.291869,0.204877,0.199607,0.184122,0.167184,0.1481,12000,400,700,20,14000,500
2.166,2.76672,2.16622,1.78732,1.46706,1.22034,1.0267,0.843719,12000,400,700,20,30,1000
1.7215,2.30703,1.72192,1.41971,1.18896,1.01354,0.869084,0.725653,12000,400,700,20,70,1000
0.955739,1.49331,0.955412,0.820658,0.738399,0.661413,0.58207,0.498276,12000,400,700,20,350,1000
0.458821,0.59467,0.457758,0.413013,0.377938,0.342242,0.305409,0.267591,12000,400,700,20,1400,1000
0.24119,0.779149,0.241051,0.192625,0.184196,0.170063,0.154309,0.137161,12000,400,700,20,14000,1000
1.27604,1.42794,1.27584,1.1598,1.04327,0.922461,0.795793,0.663107,12000,400,700,20,30,3500
1.11686,1.26099,1.11615,1.01599,0.91806,0.816736,0.709869,0.596984,12000,400,700,20,70,3500
0.76678,0.899553,0.764928,0.695565,0.631255,0.564901,0.496118,0.425153,12000,400,700,20,350,3500
0.597507,1.07746,0.596889,0.529618,0.489017,0.444133,0.395631,0.344019,12000,400,700,20,1400,3500
0.170015,0.320485,0.169871,0.149303,0.14068,0.130113,0.118651,0.106531,12000,400,700,20,14000,3500
0.773598,0.816896,0.772483,0.724142,0.664643,0.596196,0.521637,0.443204,12000,400,700,20,30,12000
0.722916,0.760858,0.721116,0.677719,0.624102,0.562009,0.493882,0.421777,12000,400,700,20,70,12000
0.564716,0.604623,0.563066,0.525707,0.48293,0.435146,0.384038,0.330788,12000,400,700,20,350,12000
0.34961,0.394651,0.348719,0.320933,0.293869,0.26573,0.236916,0.207743,12000,400,700,20,1400,12000
0.111768,0.157875,0.111635,0.10108,0.0945889,0.0877652,0.0807645,0.0736538,12000,400,700,20,14000,12000
0.717278,0.75595,0.716249,0.672287,0.6178,0.554935,0.486364,0.414225,12000,400,700,20,30,14000
2.11585,3.29383,2.11613,1.64407,1.32657,1.10575,0.944604,0.792132,12000,400,700,20,70,14000
0.536029,0.571308,0.534548,0.500127,0.460077,0.415025,0.366655,0.316148,12000,400,700,20,350,14000
0.336131,0.375602,0.335289,0.309374,0.283511,0.256432,0.228639,0.200487,12000,400,700,20,1400,14000
0.106004,0.145911,0.105876,0.0960776,0.0898456,0.0834079,0.0768333,0.0702063,12000,400,700,20,14000,14000
2.65927,3.93954,2.6594,1.97761,1.44981,1.07088,0.854583,0.716443,12000,400,700,50,30,500
2.65927,3.93954,2.6594,1.97761,1.44981,1.07088,0.854583,0.716443,12000,400,700,50,70,500
0.91931,2.07549,0.919433,0.689409,0.587794,0.510181,0.440973,0.372946,12000,400,700,50,350,500
0.573267,1.64777,0.572622,0.467089,0.428098,0.384724,0.338856,0.290649,12000,400,700,50,1400,500
0.268158,1.37345,0.26792,0.180257,0.175968,0.161841,0.146639,0.129457,12000,400,700,50,14000,500
2.65927,3.93954,2.6594,1.97761,1.44981,1.07088,0.854583,0.716443,12000,400,700,50,30,1000
2.00485,2.65926,2.00501,1.59097,1.23781,0.963063,0.770419,0.618659,12000,400,700,50,70,1000
0.498993,1.02112,0.498233,0.423197,0.385158,0.346172,0.305674,0.263839,12000,400,700,50,350,1000
0.498993,1.02112,0.498233,0.423197,0.385158,0.346172,0.305674,0.263839,12000,400,700,50,1400,1000
0.219858,0.762472,0.219609,0.171366,0.163818,0.150788,0.136429,0.120935,12000,400,700,50,14000,1000
2.00485,2.65926,2.00501,1.59097,1.23781,0.963063,0.770419,0.618659,12000,400,700,50,30,3500
1.15173,1.33584,1.15187,1.01092,0.872973,0.742596,0.619953,0.500825,12000,400,700,50,70,3500
0.633739,0.795333,0.632654,0.553054,0.487752,0.427622,0.370282,0.314022,12000,400,700,50,350,3500
0.392403,0.540517,0.391271,0.344966,0.311605,0.279426,0.247508,0.215464,12000,400,700,50,1400,3500
0.156724,0.308031,0.156496,0.136241,0.128105,0.118154,0.107515,0.0962818,12000,400,700,50,14000,3500
1.15173,1.33584,1.15187,1.01092,0.872973,0.742596,0.619953,0.500825,12000,400,700,50,30,12000
0.690843,0.744012,0.690123,0.637377,0.576086,0.508593,0.437644,0.364917,12000,400,700,50,70,12000
0.469266,0.514634,0.467574,0.429911,0.389641,0.347065,0.303376,0.259228,12000,400,700,50,350,12000
0.305481,0.352428,0.304472,0.276962,0.251349,0.2256,0.199956,0.174485,12000,400,700,50,1400,12000
0.105465,0.151429,0.105275,0.0948745,0.0885637,0.0820092,0.0752996,0.0685226,12000,400,700,50,14000,12000
0.642836,0.689298,0.642112,0.594821,0.539175,0.477404,0.412154,0.344983,12000,400,700,50,30,14000
0.642836,0.689298,0.642112,0.594821,0.539175,0.477404,0.412154,0.344983,12000,400,700,50,70,14000
0.447315,0.486671,0.445717,0.411356,0.373879,0.333708,0.292182,0.250052,12000,400,700,50,350,14000
0.294549,0.335453,0.293585,0.268018,0.243586,0.218801,0.193973,0.169309,12000,400,700,50,1400,14000
0.100295,0.140063,0.100111,0.0904579,0.0843906,0.0781637,0.0718501,0.0654975,12000,400,700,50,14000,14000
2.59959,3.90206,2.5997,1.90433,1.36796,0.981962,0.764213,0.640479,12000,400,700,70,30,500
1.7654,3.05785,1.76551,1.23673,0.898254,0.682638,0.556297,0.465623,12000,400,700,70,70,500
0.854457,2.02908,0.854565,0.613516,0.510254,0.43543,0.372857,0.314065,12000,400,700,70,350,500
0.529465,1.62351,0.528828,0.414393,0.37672,0.336278,0.294902,0.252058,12000,400,700,70,1400,500
0.257649,1.36567,0.257357,0.168919,0.165158,0.151662,0.137212,0.120974,12000,400,700,70,14000,500
1.95447,2.62392,1.95462,1.53302,1.17275,0.892246,0.698349,0.554598,12000,400,700,70,30,1000
1.41662,2.08028,1.41687,1.07624,0.823213,0.643451,0.52085,0.425053,12000,400,700,70,70,1000
0.748189,1.34703,0.748096,0.57774,0.484422,0.414558,0.355402,0.299938,12000,400,700,70,350,1000
0.748189,1.34703,0.748096,0.57774,0.484422,0.414558,0.355402,0.299938,12000,400,700,70,1400,1000
0.210198,0.755165,0.209895,0.161514,0.154327,0.14188,0.128213,0.113471,12000,400,700,70,14000,1000
1.11593,1.30786,1.1161,0.970233,0.82789,0.694876,0.572628,0.456885,12000,400,700,70,30,3500
1.41662,2.08028,1.41687,1.07624,0.823213,0.643451,0.52085,0.425053,12000,400,700,70,70,3500
0.582978,0.754049,0.582019,0.498601,0.43258,0.374613,0.321744,0.271472,12000,400,700,70,350,3500
0.364373,0.517904,0.363224,0.315857,0.283115,0.252514,0.222731,0.193358,12000,400,700,70,1400,3500
0.150436,0.3024,0.150167,0.130014,0.122093,0.112463,0.102196,0.0913943,12000,400,700,70,14000,3500
0.666999,0.722899,0.666346,0.612293,0.550375,0.483072,0.413182,0.342131,12000,400,700,70,30,12000
0.56155,0.613279,0.560265,0.512874,0.460525,0.404947,0.348031,0.290776,12000,400,700,70,70,12000
0.430871,0.479089,0.42921,0.391046,0.35159,0.311026,0.270371,0.230042,12000,400,700,70,350,12000
0.275919,0.317757,0.274909,0.249408,0.225539,0.201783,0.178337,0.155301,12000,400,700,70,1400,12000
0.10233,0.148324,0.102114,0.0917634,0.0855443,0.0791132,0.0725515,0.06594,12000,400,700,70,14000,12000
0.620963,0.669721,0.620339,0.572061,0.51599,0.454504,0.390199,0.324557,12000,400,700,70,30,14000
0.527536,0.572245,0.526274,0.483833,0.436157,0.38486,0.331869,0.278289,12000,400,700,70,70,14000
0.411223,0.452825,0.40964,0.375023,0.338368,0.300127,0.261458,0.222838,12000,400,700,70,350,14000
0.275919,0.317757,0.274909,0.249408,0.225539,0.201783,0.178337,0.155301,12000,400,700,70,1400,14000
0.0974394,0.137224,0.0972297,0.0876211,0.0816336,0.075517,0.0693331,0.0631236,12000,400,700,500,14000,14000
0.0974394,0.137224,0.0972297,0.0876211,0.0816336,0.075517,0.0693331,0.0631236,12000,400,700,500,30,500
1.38158,2.75126,1.38153,0.826204,0.487463,0.284056,0.182154,0.141357,12000,400,700,500,70,500
0.506224,1.73179,0.505814,0.24405,0.155115,0.110365,0.0870467,0.0733426,12000,400,700,500,350,500
0.291343,1.44636,0.290619,0.141888,0.115946,0.0962647,0.0814952,0.0690861,12000,400,700,500,1400,500
0.177563,1.30444,0.177189,0.0761047,0.0772755,0.0698807,0.0626589,0.0545574,12000,400,700,500,14000,500
1.75586,2.4731,1.75596,1.31151,0.936993,0.643221,0.440317,0.309618,12000,400,700,500,30,1000
1.07769,1.79512,1.0777,0.721425,0.467949,0.295522,0.193522,0.138044,12000,400,700,500,70,1000
1.07769,1.79512,1.0777,0.721425,0.467949,0.295522,0.193522,0.138044,12000,400,700,500,350,1000
0.240839,0.830147,0.240138,0.142558,0.113948,0.0943355,0.0797564,0.0677831,12000,400,700,500,1400,1000
0.133052,0.695406,0.132698,0.0784885,0.0752615,0.0678859,0.0606162,0.0529692,12000,400,700,500,14000,1000
0.413077,0.309666,0.532212,0.669674,0.821329,0.979777,0.979631,1.19425,12000,400,700,500,30,3500
0.644214,0.863357,0.644209,0.503642,0.382356,0.282578,0.205444,0.146853,12000,400,700,500,70,3500
0.314899,0.514561,0.314102,0.223735,0.163035,0.121162,0.0935437,0.0750735,12000,400,700,500,350,3500
0.188299,0.367935,0.187542,0.135456,0.108426,0.0895988,0.0756256,0.0645292,12000,400,700,500,1400,3500
0.0932076,0.254326,0.0928947,0.0720678,0.0664486,0.0601268,0.0537996,0.047559,12000,400,700,500,14000,3500
0.57694,0.641408,0.576501,0.5188,0.455574,0.389863,0.32443,0.260658,12000,400,700,500,30,12000
0.390124,0.456109,0.389369,0.337098,0.284527,0.234109,0.187782,0.145969,12000,400,700,500,70,12000
0.222815,0.284765,0.221851,0.182418,0.148477,0.119732,0.096495,0.0777517,12000,400,700,500,350,12000
0.149082,0.206103,0.148404,0.12107,0.100832,0.0846132,0.0716506,0.060991,12000,400,700,500,1400,12000
0.069131,0.117428,0.0688623,0.058679,0.0535364,0.0486618,0.0439918,0.0395065,12000,400,700,500,14000,12000
0.53796,0.593818,0.537497,0.486313,0.429501,0.369667,0.309588,0.250463,12000,400,700,500,30,14000
0.366237,0.42318,0.365471,0.319204,0.271934,0.225849,0.18287,0.143544,12000,400,700,500,70,14000
0.212634,0.26609,0.21171,0.176443,0.145307,0.118351,0.096058,0.0776775,12000,400,700,500,350,14000
0.14432,0.193704,0.143659,0.118666,0.0994848,0.083794,0.0710639,0.0604984,12000,400,700,500,1400,14000
0.0666438,0.1083,0.0663816,0.0569481,0.0519325,0.0472259,0.0427583,0.0384619,12000,400,700,1000,14000,14000
2.31881,3.70822,2.31878,1.57947,1.01838,0.611833,0.358765,0.242058,12000,400,700,1000,30,500
1.31515,2.69029,1.31501,0.759929,0.425085,0.224375,0.123408,0.0861014,12000,400,700,1000,70,500
0.435318,1.66175,0.434794,0.177266,0.0961253,0.0603313,0.0461346,0.0400051,12000,400,700,1000,350,500
0.236065,1.39386,0.235587,0.0867652,0.066205,0.0530544,0.0445347,0.0381409,12000,400,700,1000,1400,500
0.149131,1.27936,0.148875,0.0448037,0.0482324,0.0432095,0.038742,0.0336618,12000,400,700,1000,14000,500
1.71911,2.44319,1.71916,1.27219,0.896026,0.601082,0.395633,0.264306,12000,400,700,1000,30,1000
1.01684,1.73836,1.01675,0.66238,0.412366,0.242778,0.142263,0.0911474,12000,400,700,1000,70,1000
0.361252,1.00248,0.360706,0.181154,0.103537,0.0650064,0.0476483,0.0394553,12000,400,700,1000,350,1000
0.188291,0.78091,0.187844,0.0910785,0.0668328,0.0529475,0.044137,0.0377279,12000,400,700,1000,1400,1000
0.105198,0.671553,0.104952,0.0493498,0.0479603,0.0427078,0.0379692,0.033131,12000,400,700,1000,14000,1000
0.954573,1.17245,0.95466,0.794688,0.642203,0.504285,0.385755,0.284357,12000,400,700,1000,30,3500
0.599723,0.821265,0.599633,0.459365,0.339425,0.241865,0.16767,0.113068,12000,400,700,1000,70,3500
0.257067,0.457588,0.256434,0.168499,0.112023,0.0755485,0.0539604,0.0417459,12000,400,700,1000,350,3500
0.142213,0.323972,0.141785,0.0909811,0.0671593,0.0526318,0.0433508,0.0368968,12000,400,700,1000,1400,3500
0.0700134,0.233487,0.0697847,0.0488939,0.0445242,0.0397663,0.0353609,0.0311671,12000,400,700,1000,14000,3500
0.559732,0.625503,0.55929,0.501164,0.437969,0.372711,0.308246,0.245905,12000,400,700,1000,30,12000
0.357617,0.425258,0.356998,0.304666,0.252917,0.204026,0.160051,0.121239,12000,400,700,1000,70,12000
0.176071,0.239218,0.175487,0.137265,0.105758,0.0804933,0.061429,0.0473996,12000,400,700,1000,350,12000
0.110076,0.168184,0.109698,0.0835,0.065564,0.0524728,0.0431387,0.0362848,12000,400,700,1000,1400,12000
0.0531088,0.102289,0.0528931,0.0429156,0.0384632,0.0345242,0.030998,0.0277251,12000,400,700,1000,14000,12000
0.521957,0.578992,0.521535,0.470009,0.413195,0.353822,0.294663,0.236923,12000,400,700,1000,30,14000
0.335299,0.393676,0.334676,0.288383,0.241912,0.197289,0.156537,0.120026,12000,400,700,1000,70,14000
0.167455,0.222002,0.166899,0.132738,0.103891,0.0802026,0.0618712,0.0479978,12000,400,700,1000,350,14000
0.106318,0.156659,0.105952,0.0820441,0.0650486,0.0523555,0.0431136,0.036241,12000,400,700,1000,1400,14000
0.0514642,0.0938722,0.0512513,0.0420269,0.0376455,0.0338201,0.0303999,0.0272303,12000,400,700,1000,14000,14000
2.50007,3.62923,2.50039,1.98908,1.59033,1.29757,1.08841,0.900267,12000,450,700,20,30,500
1.90863,3.03883,1.90903,1.50922,1.23948,1.04559,0.895787,0.750315,12000,450,700,20,70,500
1.01999,2.11807,1.01983,0.838847,0.755385,0.679,0.599543,0.514153,12000,450,700,20,350,500
0.53607,1.65262,0.535574,0.414773,0.378367,0.341172,0.302187,0.260824,12000,450,700,20,1400,500
0.303072,1.42664,0.302952,0.199143,0.192312,0.178241,0.162309,0.144071,12000,450,700,20,14000,500
1.8682,2.42411,1.86849,1.57351,1.32697,1.12893,0.959961,0.793111,12000,450,700,20,30,1000
1.90863,3.03883,1.90903,1.50922,1.23948,1.04559,0.895787,0.750315,12000,450,700,20,70,1000
0.889683,1.41515,0.889173,0.769469,0.695111,0.623733,0.549996,0.472355,12000,450,700,20,350,1000
0.562667,1.0546,0.562097,0.494094,0.455908,0.414664,0.370234,0.32304,12000,450,700,20,1400,1000
0.240386,0.79107,0.240255,0.184405,0.175683,0.162726,0.147882,0.131828,12000,450,700,20,14000,1000
1.1142,1.241,1.1134,1.02681,0.933483,0.83098,0.720988,0.605171,12000,450,700,20,30,3500
0.988196,1.10762,0.986546,0.911109,0.831132,0.743356,0.648884,0.5489,12000,450,700,20,70,3500
0.699214,0.822,0.697196,0.637976,0.58149,0.521912,0.45976,0.395587,12000,450,700,20,350,3500
0.422616,0.55844,0.421643,0.380222,0.348317,0.31578,0.282432,0.248222,12000,450,700,20,1400,3500
0.160688,0.314509,0.160547,0.138594,0.13047,0.1209,0.11053,0.0995962,12000,450,700,20,14000,3500
0.649685,0.690742,0.648752,0.609355,0.561201,0.505474,0.444586,0.380504,12000,450,700,20,30,12000
0.613859,0.650182,0.612392,0.576572,0.532594,0.481385,0.425117,0.365545,12000,450,700,20,70,12000
0.36122,0.401523,0.359975,0.333896,0.305899,0.275261,0.243141,0.210298,12000,450,700,20,350,12000
0.312438,0.356109,0.311675,0.287601,0.264119,0.239434,0.214065,0.188345,12000,450,700,20,1400,12000
0.102481,0.148791,0.102355,0.0920808,0.0861819,0.0801115,0.0739406,0.0677062,12000,450,700,20,14000,12000
0.597741,0.634513,0.596929,0.561211,0.517404,0.466604,0.41108,0.352651,12000,450,700,20,30,14000
0.568626,0.601283,0.567353,0.534704,0.494423,0.44741,0.395713,0.341009,12000,450,700,20,70,14000
0.463103,0.496926,0.461942,0.433258,0.39989,0.362039,0.321173,0.278457,12000,450,700,20,350,14000
0.660613,1.70417,0.660282,0.566144,0.525337,0.478092,0.425867,0.369466,12000,450,700,20,1400,14000
0.096981,0.136943,0.0968595,0.0874251,0.0817887,0.0760642,0.0702799,0.0644754,12000,450,700,20,14000,14000
2.50007,3.62923,2.50039,1.98908,1.59033,1.29757,1.08841,0.900267,12000,450,700,50,30,500
1.90863,3.03883,1.90903,1.50922,1.23948,1.04559,0.895787,0.750315,12000,450,700,50,70,500
1.01999,2.11807,1.01983,0.838847,0.755385,0.679,0.599543,0.514153,12000,450,700,50,350,500
0.53607,1.65262,0.535574,0.414773,0.378367,0.341172,0.302187,0.260824,12000,450,700,50,1400,500
0.303072,1.42664,0.302952,0.199143,0.192312,0.178241,0.162309,0.144071,12000,450,700,50,14000,500
1.8682,2.42411,1.86849,1.57351,1.32697,1.12893,0.959961,0.793111,12000,450,700,50,30,1000
1.90863,3.03883,1.90903,1.50922,1.23948,1.04559,0.895787,0.750315,12000,450,700,50,70,1000
0.889683,1.41515,0.889173,0.769469,0.695111,0.623733,0.549996,0.472355,12000,450,700,50,350,1000
0.562667,1.0546,0.562097,0.494094,0.455908,0.414664,0.370234,0.32304,12000,450,700,50,1400,1000
0.240386,0.79107,0.240255,0.184405,0.175683,0.162726,0.147882,0.131828,12000,450,700,50,14000,1000
